"","Pandemic","Diagnosis","Type","Diffdays","Counts"
"2869","Non-pandemic","Other Respiratory","Service to Admission",-266,NA
"2870","Non-pandemic","Other Respiratory","Service to Admission",-265,NA
"2871","Non-pandemic","Other Respiratory","Service to Admission",-264,NA
"2872","Non-pandemic","Other Respiratory","Service to Admission",-263,NA
"2873","Non-pandemic","Other Respiratory","Service to Admission",-262,NA
"2874","Non-pandemic","Other Respiratory","Service to Admission",-261,NA
"2875","Non-pandemic","Other Respiratory","Service to Admission",-260,NA
"2876","Non-pandemic","Other Respiratory","Service to Admission",-259,NA
"2877","Non-pandemic","Other Respiratory","Service to Admission",-258,NA
"2878","Non-pandemic","Other Respiratory","Service to Admission",-257,NA
"2879","Non-pandemic","Other Respiratory","Service to Admission",-256,NA
"2880","Non-pandemic","Other Respiratory","Service to Admission",-255,NA
"2881","Non-pandemic","Other Respiratory","Service to Admission",-254,NA
"2882","Non-pandemic","Other Respiratory","Service to Admission",-253,NA
"2883","Non-pandemic","Other Respiratory","Service to Admission",-252,NA
"2884","Non-pandemic","Other Respiratory","Service to Admission",-251,NA
"2885","Non-pandemic","Other Respiratory","Service to Admission",-250,NA
"2886","Non-pandemic","Other Respiratory","Service to Admission",-249,NA
"2887","Non-pandemic","Other Respiratory","Service to Admission",-248,NA
"2888","Non-pandemic","Other Respiratory","Service to Admission",-247,NA
"2889","Non-pandemic","Other Respiratory","Service to Admission",-246,NA
"2890","Non-pandemic","Other Respiratory","Service to Admission",-245,NA
"2891","Non-pandemic","Other Respiratory","Service to Admission",-244,NA
"2892","Non-pandemic","Other Respiratory","Service to Admission",-243,NA
"2893","Non-pandemic","Other Respiratory","Service to Admission",-242,NA
"2894","Non-pandemic","Other Respiratory","Service to Admission",-241,NA
"2895","Non-pandemic","Other Respiratory","Service to Admission",-240,NA
"2896","Non-pandemic","Other Respiratory","Service to Admission",-239,NA
"2897","Non-pandemic","Other Respiratory","Service to Admission",-238,NA
"2898","Non-pandemic","Other Respiratory","Service to Admission",-237,NA
"2899","Non-pandemic","Other Respiratory","Service to Admission",-236,NA
"2900","Non-pandemic","Other Respiratory","Service to Admission",-235,NA
"2901","Non-pandemic","Other Respiratory","Service to Admission",-234,NA
"2902","Non-pandemic","Other Respiratory","Service to Admission",-233,NA
"2903","Non-pandemic","Other Respiratory","Service to Admission",-232,NA
"2904","Non-pandemic","Other Respiratory","Service to Admission",-231,NA
"2905","Non-pandemic","Other Respiratory","Service to Admission",-230,NA
"2906","Non-pandemic","Other Respiratory","Service to Admission",-229,NA
"2907","Non-pandemic","Other Respiratory","Service to Admission",-228,NA
"2908","Non-pandemic","Other Respiratory","Service to Admission",-227,NA
"2909","Non-pandemic","Other Respiratory","Service to Admission",-226,NA
"2910","Non-pandemic","Other Respiratory","Service to Admission",-225,NA
"2911","Non-pandemic","Other Respiratory","Service to Admission",-224,NA
"2912","Non-pandemic","Other Respiratory","Service to Admission",-223,NA
"2913","Non-pandemic","Other Respiratory","Service to Admission",-222,NA
"2914","Non-pandemic","Other Respiratory","Service to Admission",-221,NA
"2915","Non-pandemic","Other Respiratory","Service to Admission",-220,NA
"2916","Non-pandemic","Other Respiratory","Service to Admission",-219,NA
"2917","Non-pandemic","Other Respiratory","Service to Admission",-218,NA
"2918","Non-pandemic","Other Respiratory","Service to Admission",-217,NA
"2919","Non-pandemic","Other Respiratory","Service to Admission",-216,NA
"2920","Non-pandemic","Other Respiratory","Service to Admission",-215,NA
"2921","Non-pandemic","Other Respiratory","Service to Admission",-214,NA
"2922","Non-pandemic","Other Respiratory","Service to Admission",-213,NA
"2923","Non-pandemic","Other Respiratory","Service to Admission",-212,NA
"2924","Non-pandemic","Other Respiratory","Service to Admission",-211,NA
"2925","Non-pandemic","Other Respiratory","Service to Admission",-210,NA
"2926","Non-pandemic","Other Respiratory","Service to Admission",-209,NA
"2927","Non-pandemic","Other Respiratory","Service to Admission",-208,NA
"2928","Non-pandemic","Other Respiratory","Service to Admission",-207,NA
"2929","Non-pandemic","Other Respiratory","Service to Admission",-206,NA
"2930","Non-pandemic","Other Respiratory","Service to Admission",-205,NA
"2931","Non-pandemic","Other Respiratory","Service to Admission",-204,NA
"2932","Non-pandemic","Other Respiratory","Service to Admission",-203,NA
"2933","Non-pandemic","Other Respiratory","Service to Admission",-202,NA
"2934","Non-pandemic","Other Respiratory","Service to Admission",-201,NA
"2935","Non-pandemic","Other Respiratory","Service to Admission",-200,NA
"2936","Non-pandemic","Other Respiratory","Service to Admission",-199,NA
"2937","Non-pandemic","Other Respiratory","Service to Admission",-198,NA
"2938","Non-pandemic","Other Respiratory","Service to Admission",-197,NA
"2939","Non-pandemic","Other Respiratory","Service to Admission",-196,NA
"2940","Non-pandemic","Other Respiratory","Service to Admission",-195,NA
"2941","Non-pandemic","Other Respiratory","Service to Admission",-194,NA
"2942","Non-pandemic","Other Respiratory","Service to Admission",-193,NA
"2943","Non-pandemic","Other Respiratory","Service to Admission",-192,NA
"2944","Non-pandemic","Other Respiratory","Service to Admission",-191,NA
"2945","Non-pandemic","Other Respiratory","Service to Admission",-190,NA
"2946","Non-pandemic","Other Respiratory","Service to Admission",-189,NA
"2947","Non-pandemic","Other Respiratory","Service to Admission",-188,NA
"2948","Non-pandemic","Other Respiratory","Service to Admission",-187,NA
"2949","Non-pandemic","Other Respiratory","Service to Admission",-186,NA
"2950","Non-pandemic","Other Respiratory","Service to Admission",-185,NA
"2951","Non-pandemic","Other Respiratory","Service to Admission",-184,NA
"2952","Non-pandemic","Other Respiratory","Service to Admission",-183,NA
"2953","Non-pandemic","Other Respiratory","Service to Admission",-182,NA
"2954","Non-pandemic","Other Respiratory","Service to Admission",-181,NA
"2955","Non-pandemic","Other Respiratory","Service to Admission",-180,NA
"2956","Non-pandemic","Other Respiratory","Service to Admission",-179,NA
"2957","Non-pandemic","Other Respiratory","Service to Admission",-178,NA
"2958","Non-pandemic","Other Respiratory","Service to Admission",-177,NA
"2959","Non-pandemic","Other Respiratory","Service to Admission",-176,NA
"2960","Non-pandemic","Other Respiratory","Service to Admission",-175,NA
"2961","Non-pandemic","Other Respiratory","Service to Admission",-174,NA
"2962","Non-pandemic","Other Respiratory","Service to Admission",-173,NA
"2963","Non-pandemic","Other Respiratory","Service to Admission",-172,NA
"2964","Non-pandemic","Other Respiratory","Service to Admission",-171,NA
"2965","Non-pandemic","Other Respiratory","Service to Admission",-170,NA
"2966","Non-pandemic","Other Respiratory","Service to Admission",-169,NA
"2967","Non-pandemic","Other Respiratory","Service to Admission",-168,NA
"2968","Non-pandemic","Other Respiratory","Service to Admission",-167,NA
"2969","Non-pandemic","Other Respiratory","Service to Admission",-166,NA
"2970","Non-pandemic","Other Respiratory","Service to Admission",-165,NA
"2971","Non-pandemic","Other Respiratory","Service to Admission",-164,NA
"2972","Non-pandemic","Other Respiratory","Service to Admission",-163,NA
"2973","Non-pandemic","Other Respiratory","Service to Admission",-162,NA
"2974","Non-pandemic","Other Respiratory","Service to Admission",-161,NA
"2975","Non-pandemic","Other Respiratory","Service to Admission",-160,NA
"2976","Non-pandemic","Other Respiratory","Service to Admission",-159,NA
"2977","Non-pandemic","Other Respiratory","Service to Admission",-158,NA
"2978","Non-pandemic","Other Respiratory","Service to Admission",-157,NA
"2979","Non-pandemic","Other Respiratory","Service to Admission",-156,NA
"2980","Non-pandemic","Other Respiratory","Service to Admission",-155,NA
"2981","Non-pandemic","Other Respiratory","Service to Admission",-154,NA
"2982","Non-pandemic","Other Respiratory","Service to Admission",-153,NA
"2983","Non-pandemic","Other Respiratory","Service to Admission",-152,NA
"2984","Non-pandemic","Other Respiratory","Service to Admission",-151,NA
"2985","Non-pandemic","Other Respiratory","Service to Admission",-150,NA
"2986","Non-pandemic","Other Respiratory","Service to Admission",-149,NA
"2987","Non-pandemic","Other Respiratory","Service to Admission",-148,NA
"2988","Non-pandemic","Other Respiratory","Service to Admission",-147,NA
"2989","Non-pandemic","Other Respiratory","Service to Admission",-146,NA
"2990","Non-pandemic","Other Respiratory","Service to Admission",-145,NA
"2991","Non-pandemic","Other Respiratory","Service to Admission",-144,NA
"2992","Non-pandemic","Other Respiratory","Service to Admission",-143,NA
"2993","Non-pandemic","Other Respiratory","Service to Admission",-142,NA
"2994","Non-pandemic","Other Respiratory","Service to Admission",-141,NA
"2995","Non-pandemic","Other Respiratory","Service to Admission",-140,NA
"2996","Non-pandemic","Other Respiratory","Service to Admission",-139,NA
"2997","Non-pandemic","Other Respiratory","Service to Admission",-138,NA
"2998","Non-pandemic","Other Respiratory","Service to Admission",-137,NA
"2999","Non-pandemic","Other Respiratory","Service to Admission",-136,NA
"3000","Non-pandemic","Other Respiratory","Service to Admission",-135,NA
"3001","Non-pandemic","Other Respiratory","Service to Admission",-134,NA
"3002","Non-pandemic","Other Respiratory","Service to Admission",-133,NA
"3003","Non-pandemic","Other Respiratory","Service to Admission",-132,NA
"3004","Non-pandemic","Other Respiratory","Service to Admission",-131,NA
"3005","Non-pandemic","Other Respiratory","Service to Admission",-130,NA
"3006","Non-pandemic","Other Respiratory","Service to Admission",-129,NA
"3007","Non-pandemic","Other Respiratory","Service to Admission",-128,NA
"3008","Non-pandemic","Other Respiratory","Service to Admission",-127,NA
"3009","Non-pandemic","Other Respiratory","Service to Admission",-126,NA
"3010","Non-pandemic","Other Respiratory","Service to Admission",-125,NA
"3011","Non-pandemic","Other Respiratory","Service to Admission",-124,NA
"3012","Non-pandemic","Other Respiratory","Service to Admission",-123,NA
"3013","Non-pandemic","Other Respiratory","Service to Admission",-122,NA
"3014","Non-pandemic","Other Respiratory","Service to Admission",-121,NA
"3015","Non-pandemic","Other Respiratory","Service to Admission",-120,NA
"3016","Non-pandemic","Other Respiratory","Service to Admission",-119,NA
"3017","Non-pandemic","Other Respiratory","Service to Admission",-118,NA
"3018","Non-pandemic","Other Respiratory","Service to Admission",-117,NA
"3019","Non-pandemic","Other Respiratory","Service to Admission",-116,NA
"3020","Non-pandemic","Other Respiratory","Service to Admission",-115,NA
"3021","Non-pandemic","Other Respiratory","Service to Admission",-114,NA
"3022","Non-pandemic","Other Respiratory","Service to Admission",-113,NA
"3023","Non-pandemic","Other Respiratory","Service to Admission",-112,NA
"3024","Non-pandemic","Other Respiratory","Service to Admission",-111,NA
"3025","Non-pandemic","Other Respiratory","Service to Admission",-110,NA
"3026","Non-pandemic","Other Respiratory","Service to Admission",-109,NA
"3027","Non-pandemic","Other Respiratory","Service to Admission",-108,NA
"3028","Non-pandemic","Other Respiratory","Service to Admission",-107,NA
"3029","Non-pandemic","Other Respiratory","Service to Admission",-106,NA
"3030","Non-pandemic","Other Respiratory","Service to Admission",-105,NA
"3031","Non-pandemic","Other Respiratory","Service to Admission",-104,NA
"3032","Non-pandemic","Other Respiratory","Service to Admission",-103,NA
"3033","Non-pandemic","Other Respiratory","Service to Admission",-102,NA
"3034","Non-pandemic","Other Respiratory","Service to Admission",-101,NA
"3035","Non-pandemic","Other Respiratory","Service to Admission",-100,NA
"3036","Non-pandemic","Other Respiratory","Service to Admission",-99,NA
"3037","Non-pandemic","Other Respiratory","Service to Admission",-98,NA
"3038","Non-pandemic","Other Respiratory","Service to Admission",-97,NA
"3039","Non-pandemic","Other Respiratory","Service to Admission",-96,NA
"3040","Non-pandemic","Other Respiratory","Service to Admission",-95,NA
"3041","Non-pandemic","Other Respiratory","Service to Admission",-94,NA
"3042","Non-pandemic","Other Respiratory","Service to Admission",-93,NA
"3043","Non-pandemic","Other Respiratory","Service to Admission",-92,NA
"3044","Non-pandemic","Other Respiratory","Service to Admission",-91,NA
"3045","Non-pandemic","Other Respiratory","Service to Admission",-90,NA
"3046","Non-pandemic","Other Respiratory","Service to Admission",-89,NA
"3047","Non-pandemic","Other Respiratory","Service to Admission",-88,NA
"3048","Non-pandemic","Other Respiratory","Service to Admission",-87,NA
"3049","Non-pandemic","Other Respiratory","Service to Admission",-86,NA
"3050","Non-pandemic","Other Respiratory","Service to Admission",-85,NA
"3051","Non-pandemic","Other Respiratory","Service to Admission",-84,NA
"3052","Non-pandemic","Other Respiratory","Service to Admission",-83,NA
"3053","Non-pandemic","Other Respiratory","Service to Admission",-82,NA
"3054","Non-pandemic","Other Respiratory","Service to Admission",-81,NA
"3055","Non-pandemic","Other Respiratory","Service to Admission",-80,NA
"3056","Non-pandemic","Other Respiratory","Service to Admission",-79,NA
"3057","Non-pandemic","Other Respiratory","Service to Admission",-78,NA
"3058","Non-pandemic","Other Respiratory","Service to Admission",-77,NA
"3059","Non-pandemic","Other Respiratory","Service to Admission",-76,NA
"3060","Non-pandemic","Other Respiratory","Service to Admission",-75,NA
"3061","Non-pandemic","Other Respiratory","Service to Admission",-74,NA
"3062","Non-pandemic","Other Respiratory","Service to Admission",-73,NA
